# amplitude duration logL logPrior
2.974671315003207539e+01 2.985146071286238723e+01 -1.382959092495253542e+06 -5.228481599920394629e+00
2.983911521263883060e+01 2.896870966444560835e+01 -1.346115130753947422e+06 -5.228481599920394629e+00
2.927636006949420633e+01 2.905948756879182326e+01 -1.295679187532054959e+06 -5.228481599920394629e+00
2.845125578611247974e+01 2.974126889995870826e+01 -1.249227396337511251e+06 -5.228481599920394629e+00
2.936631820527107806e+01 2.752447184288511650e+01 -1.226650598109981511e+06 -5.228481599920394629e+00
2.867986024376623178e+01 2.822500427181729066e+01 -1.198151921970658004e+06 -5.228481599920394629e+00
2.802539941829448011e+01 2.895420888075845411e+01 -1.172273981243868358e+06 -5.228481599920394629e+00
2.962114415361607911e+01 2.600810496848946229e+01 -1.172181775088019436e+06 -5.228481599920394629e+00
2.809044781183063577e+01 2.874863019476273607e+01 -1.168765115154596278e+06 -5.228481599920394629e+00
2.928031871833616862e+01 2.640877466091230374e+01 -1.162693193427818595e+06 -5.228481599920394629e+00
2.844339886479677659e+01 2.780296620743759206e+01 -1.156485282234390732e+06 -5.228481599920394629e+00
2.834001538837975076e+01 2.784732450656913727e+01 -1.149318247529950691e+06 -5.228481599920394629e+00
2.905478821345458229e+01 2.643643722884479885e+01 -1.144372058543798747e+06 -5.228481599920394629e+00
2.892831521283695295e+01 2.609718404896850785e+01 -1.116795545917076990e+06 -5.228481599920394629e+00
2.742836297045265326e+01 2.877304481357864319e+01 -1.109931134675865527e+06 -5.228481599920394629e+00
2.899108239455937763e+01 2.559200263769699646e+01 -1.097368057813619496e+06 -5.228481599920394629e+00
2.674704552934561264e+01 2.980233677330427611e+01 -1.092920791403740179e+06 -5.228481599920394629e+00
2.676089119844337461e+01 2.975642877695666755e+01 -1.092248435005385661e+06 -5.228481599920394629e+00
2.722858110584422420e+01 2.835354638306070996e+01 -1.073954963794681244e+06 -5.228481599920394629e+00
2.932082573755086230e+01 2.430281097064813878e+01 -1.060616512678720523e+06 -5.228481599920394629e+00
2.635272922451766675e+01 2.931091095448353201e+01 -1.037694699469472282e+06 -5.228481599920394629e+00
2.701805450554756760e+01 2.785159933300842638e+01 -1.034251156584624434e+06 -5.228481599920394629e+00
2.849522466120165021e+01 2.484091652654084825e+01 -1.020695139614059590e+06 -5.228481599920394629e+00
2.707775542706622574e+01 2.717859426979353898e+01 -1.010520256607649266e+06 -5.228481599920394629e+00
2.779717612438599872e+01 2.579507658707636963e+01 -1.008681301997152041e+06 -5.228481599920394629e+00
2.693957372714830356e+01 2.734026236489382455e+01 -1.005940992681285366e+06 -5.228481599920394629e+00
2.934190389882449423e+01 2.311938694547102102e+01 -1.003247487536082976e+06 -5.228481599920394629e+00
2.610801940526623000e+01 2.896033373833525815e+01 -1.002517625414486974e+06 -5.228481599920394629e+00
2.795711428200633364e+01 2.526588779904451698e+01 -9.975654538353485987e+05 -5.228481599920394629e+00
2.606629794131476174e+01 2.876497566848955501e+01 -9.912214587497353787e+05 -5.228481599920394629e+00
2.920876365910911332e+01 2.306487777786605875e+01 -9.904394627169385785e+05 -5.228481599920394629e+00
2.753494407986046610e+01 2.556242548326371278e+01 -9.773751566617294447e+05 -5.228481599920394629e+00
2.899834765033258677e+01 2.305802654102206617e+01 -9.742565676987066399e+05 -5.228481599920394629e+00
2.578984211606667998e+01 2.873431458682075146e+01 -9.668266214021492051e+05 -5.228481599920394629e+00
2.724710706724244247e+01 2.576789570818910491e+01 -9.636084363884738414e+05 -5.228481599920394629e+00
2.809929948179681958e+01 2.419250419853167600e+01 -9.597158749090342317e+05 -5.228481599920394629e+00
2.583492377074070845e+01 2.823392770034057619e+01 -9.511222398347733542e+05 -5.228481599920394629e+00
2.552737359492741831e+01 2.867811196285682129e+01 -9.429410438888648059e+05 -5.228481599920394629e+00
2.871122047181944836e+01 2.261307007410628600e+01 -9.317056889495995129e+05 -5.228481599920394629e+00
2.648969368927535939e+01 2.617817133284027875e+01 -9.215340763482571347e+05 -5.228481599920394629e+00
2.532490361591435146e+01 2.831305202386425890e+01 -9.127383237247896614e+05 -5.228481599920394629e+00
2.878765003699006542e+01 2.208913282135935674e+01 -9.123035179658473935e+05 -5.228481599920394629e+00
2.855958813880689107e+01 2.223329403023516448e+01 -9.029223688523294404e+05 -5.228481599920394629e+00
2.618041138602428930e+01 2.608416741000355898e+01 -8.939238772545488318e+05 -5.228481599920394629e+00
2.467489896395478510e+01 2.897583833021495892e+01 -8.846833777354949852e+05 -5.228481599920394629e+00
2.491626361259417521e+01 2.835371700222997049e+01 -8.816519414359843358e+05 -5.228481599920394629e+00
2.467503671259235887e+01 2.884301700208339625e+01 -8.799936869992265711e+05 -5.228481599920394629e+00
2.795032044506691093e+01 2.266403063402051643e+01 -8.795452024036903167e+05 -5.228481599920394629e+00
2.942898134421609058e+01 2.046128634096419319e+01 -8.777143879475613357e+05 -5.228481599920394629e+00
2.395666021966171400e+01 2.994361240624907339e+01 -8.603553224644114962e+05 -5.228481599920394629e+00
2.649487828863848904e+01 2.454111814275109182e+01 -8.554066509733513230e+05 -5.228481599920394629e+00
2.395022595752320527e+01 2.974398649567925190e+01 -8.531930221777090337e+05 -5.228481599920394629e+00
2.822853254859227690e+01 2.151773373300445158e+01 -8.469694373824115610e+05 -5.228481599920394629e+00
2.630379981077141949e+01 2.463068964228895652e+01 -8.451865982226141496e+05 -5.228481599920394629e+00
2.634890808446960619e+01 2.449794258613031772e+01 -8.431301048714284552e+05 -5.228481599920394629e+00
2.532510204441964419e+01 2.626229473946016313e+01 -8.363987583529750118e+05 -5.228481599920394629e+00
2.514714795533523883e+01 2.656693179596764409e+01 -8.344091156957724597e+05 -5.228481599920394629e+00
2.602447740256178577e+01 2.482133154031067335e+01 -8.325896697146473452e+05 -5.228481599920394629e+00
2.566088532160377866e+01 2.549431477170995919e+01 -8.322152124325776240e+05 -5.228481599920394629e+00
2.807193164390484341e+01 2.119505134598439611e+01 -8.219225702493889257e+05 -5.228481599920394629e+00
2.481295780295385356e+01 2.679382996257275096e+01 -8.177926791431108722e+05 -5.228481599920394629e+00
2.930256771208082966e+01 1.923972473048857879e+01 -8.097694818156504771e+05 -5.228481599920394629e+00
2.977354593754812129e+01 1.862738630373019078e+01 -8.088207862214009510e+05 -5.228481599920394629e+00
2.415659654415964042e+01 2.791812257432802014e+01 -8.078825657762788469e+05 -5.228481599920394629e+00
2.994549641886599289e+01 1.833113451645442282e+01 -8.044657725558254169e+05 -5.228481599920394629e+00
2.983969026855136519e+01 1.834429641930378807e+01 -7.987061979513880797e+05 -5.228481599920394629e+00
