# amplitude duration logL logPrior
7.148429159752560658e-01 1.074177377158640745e+01 7.762923759928074219e+01 -5.228481599920394629e+00
6.262576212776986839e-01 1.681678815710990804e+01 7.764404248832644839e+01 -5.228481599920394629e+00
5.707850852156317600e-01 1.357651529040323624e+01 7.789837069369778533e+01 -5.228481599920394629e+00
7.413155668767487105e-01 1.074279502022226573e+01 7.791172745626536766e+01 -5.228481599920394629e+00
7.769516337168389519e-01 1.125389463100982823e+01 7.825956483845828870e+01 -5.228481599920394629e+00
6.604809657900806430e-01 1.592395432224567564e+01 7.870090539529499551e+01 -5.228481599920394629e+00
6.852169959428886514e-01 1.116007650646409743e+01 7.897546963589424251e+01 -5.228481599920394629e+00
7.046185765677206447e-01 1.475100757398755036e+01 7.908040334920413272e+01 -5.228481599920394629e+00
5.636240480687383370e-01 1.455592417823898366e+01 7.911429562506677371e+01 -5.228481599920394629e+00
5.652084548672048347e-01 1.641609839045484520e+01 7.919816467135214566e+01 -5.228481599920394629e+00
7.577751104132282034e-01 1.291958948576910693e+01 7.923571388946609773e+01 -5.228481599920394629e+00
7.098067224684584398e-01 1.104390291367711185e+01 7.927915564657283198e+01 -5.228481599920394629e+00
6.079529506800264160e-01 1.665173134579216452e+01 7.933098170659010862e+01 -5.228481599920394629e+00
7.192651482802245866e-01 1.423655845701379263e+01 7.949347406639861902e+01 -5.228481599920394629e+00
5.876453709899639444e-01 1.333718467110370476e+01 7.954911483936653838e+01 -5.228481599920394629e+00
6.903733903835511665e-01 1.502055465533323719e+01 7.960818047294839062e+01 -5.228481599920394629e+00
6.089815497472811368e-01 1.262490783676594930e+01 7.966461305584078900e+01 -5.228481599920394629e+00
7.243983153432768107e-01 1.402996287860884372e+01 7.969411421268664242e+01 -5.228481599920394629e+00
7.018730531498287295e-01 1.117585038891632188e+01 7.976856811283010984e+01 -5.228481599920394629e+00
5.981417080926034746e-01 1.300672925568240323e+01 7.979780421860689898e+01 -5.228481599920394629e+00
7.030330621598003260e-01 1.462321816035671063e+01 7.987049390438319563e+01 -5.228481599920394629e+00
6.292867515715622195e-01 1.216532196519278841e+01 7.990287816451647984e+01 -5.228481599920394629e+00
6.467569096453069655e-01 1.183574363981448307e+01 7.995786327360441703e+01 -5.228481599920394629e+00
7.490589904329619797e-01 1.128304543343911170e+01 7.998603800503558148e+01 -5.228481599920394629e+00
7.489751479037612958e-01 1.130226235331578621e+01 8.004649503195487625e+01 -5.228481599920394629e+00
5.748315975952704715e-01 1.621451121096334447e+01 8.007600077564325147e+01 -5.228481599920394629e+00
7.460190651443387999e-01 1.128818234960856870e+01 8.011799932288468540e+01 -5.228481599920394629e+00
6.128141638657813584e-01 1.263030081943365346e+01 8.013280774259045813e+01 -5.228481599920394629e+00
6.911976765824540125e-01 1.133417170820230702e+01 8.021495579978680723e+01 -5.228481599920394629e+00
7.586364585433286178e-01 1.239410725337244479e+01 8.021758605547466914e+01 -5.228481599920394629e+00
5.699908209127682035e-01 1.492619827053535886e+01 8.029161855987555896e+01 -5.228481599920394629e+00
5.846730428462959539e-01 1.631905106824708085e+01 8.029622144148117968e+01 -5.228481599920394629e+00
7.341437505866715840e-01 1.125268873867685215e+01 8.031773788605769937e+01 -5.228481599920394629e+00
5.862383760408637068e-01 1.632817256444717557e+01 8.032029929905075960e+01 -5.228481599920394629e+00
6.570799279891277322e-01 1.561803831387675601e+01 8.039717431561894045e+01 -5.228481599920394629e+00
6.049769654740325686e-01 1.294578825087895169e+01 8.040740789393518639e+01 -5.228481599920394629e+00
6.783858271888776326e-01 1.148992652511931922e+01 8.041474069149023762e+01 -5.228481599920394629e+00
6.059717738120626862e-01 1.291754836113191018e+01 8.042402548382233363e+01 -5.228481599920394629e+00
5.713597132721296434e-01 1.543479545298967182e+01 8.052957748784689329e+01 -5.228481599920394629e+00
5.718724756827866518e-01 1.553682217336450044e+01 8.054088611097479600e+01 -5.228481599920394629e+00
5.744451957540037679e-01 1.581195217144838594e+01 8.055350636159985811e+01 -5.228481599920394629e+00
7.156733954530306585e-01 1.408796111279518115e+01 8.055443090223786839e+01 -5.228481599920394629e+00
6.538302056343057167e-01 1.564049813122697152e+01 8.057196895759682320e+01 -5.228481599920394629e+00
7.142890182078738270e-01 1.411895310373495782e+01 8.059951800604849836e+01 -5.228481599920394629e+00
7.385634113116803512e-01 1.136681818182521653e+01 8.060692603322151228e+01 -5.228481599920394629e+00
6.853498642201438784e-01 1.146772518615870062e+01 8.063817930382961663e+01 -5.228481599920394629e+00
6.974210417141458729e-01 1.459699067609019174e+01 8.063984125671275649e+01 -5.228481599920394629e+00
