Tau0	Delta	logL
1.47647569357493342324e+01	5.24881068488543212069e-01       -2.635449e+02
1.46604344799541124189e+01	5.39274379101042811158e-01       -2.316320e+02
1.49935373844934680676e+01	5.82154403964476152566e-01       -2.272820e+02
1.41096741308483064614e+01	5.06238151123642232676e-01       -1.953581e+02
1.44758628082670384174e+01	5.51575786384072896951e-01       -1.949201e+02
1.44255314883410612481e+01	5.54900358405685856233e-01       -1.855815e+02
1.49483071967197371777e+01	6.21648544532033109355e-01       -1.846850e+02
1.43955355782802989495e+01	5.52999568215345349564e-01       -1.838052e+02
1.47786060499763109988e+01	6.10826204751655055247e-01       -1.755657e+02
1.46823374893870521873e+01	6.12832068099685267626e-01       -1.636780e+02
1.44658792328635872337e+01	5.88713116459898877508e-01       -1.601880e+02
1.44113794084231834347e+01	5.89439133981516594218e-01       -1.537488e+02
1.49419121139720605385e+01	6.83640884363982737071e-01       -1.378221e+02
1.36330204605807558949e+01	5.15362965126019867412e-01       -1.286519e+02
1.46223158097248244758e+01	6.57354428393924550278e-01       -1.258579e+02
5.51076452579966691303e+00	5.00641585694853619160e-01       -1.152386e+02
1.45459876670272230115e+01	6.64596681126830679531e-01       -1.145297e+02
1.35790189846622890713e+01	5.30520363399668237747e-01       -1.110055e+02
1.43773939744946499530e+01	6.46032513941158681448e-01       -1.108723e+02
1.40638266717199194034e+01	6.06088613479184523669e-01       -1.071599e+02
1.49754132746328458836e+01	7.57346470069401478398e-01       -9.878206e+01
5.10101309239557121344e+00	5.91608614145371802806e-01       -9.401544e+01
5.26607921271307954925e+00	5.76148006135717150045e-01       -8.784378e+01
5.75919342093350561385e+00	5.03689433625291727026e-01       -8.531422e+01
1.31231301849865396036e+01	5.03800306652231411064e-01       -8.303007e+01
5.71645003142592145196e+00	5.15146898577014455967e-01       -8.204727e+01
1.42780346344907851375e+01	7.08394658257831988379e-01       -7.004484e+01
1.49101049819526547680e+01	8.11960786832788272704e-01       -7.002064e+01
1.41214557321331426465e+01	6.86615434181716111084e-01       -6.833866e+01
1.30678878122537049933e+01	5.27412335921734642952e-01       -6.298291e+01
5.27715455704650793223e+00	6.21395584551892921077e-01       -6.175787e+01
1.36905922178085859287e+01	6.43383977615966773378e-01       -5.555723e+01
