amplitude	duration	logL
2.90939899408875675135e+01	2.86645098229559529557e+01       -1.209400e+06
2.93346703908353170220e+01	2.77567809371992026968e+01       -1.186320e+06
2.98188243040510982951e+01	2.67776621732273873988e+01       -1.179884e+06
2.84023050968508776748e+01	2.87531840618041485413e+01       -1.150061e+06
2.98488555558346071450e+01	2.55562688208872010875e+01       -1.119309e+06
2.83027726735383495793e+01	2.72614782762028866614e+01       -1.071511e+06
2.69049088498304449502e+01	2.99685757440917157624e+01       -1.069122e+06
2.86037955145359816811e+01	2.66631973726549666992e+01       -1.068951e+06
2.97591155725775777796e+01	2.45247997749058512795e+01       -1.058884e+06
2.68413206385161053902e+01	2.97219870577932390177e+01       -1.053123e+06
2.71874177182200824632e+01	2.84354278537401619076e+01       -1.028673e+06
2.95128090300465935059e+01	2.41298897786357642303e+01       -1.019307e+06
2.89777557580489997235e+01	2.47580439862366858961e+01       -1.008144e+06
2.82854454176191865145e+01	2.58082051904565297207e+01       -1.002654e+06
2.69549893900272508063e+01	2.81793715368553989720e+01       -9.981124e+05
2.85720691057253937117e+01	2.51693554347992503040e+01       -9.957070e+05
2.65087736798872484201e+01	2.88471849250538525666e+01       -9.882704e+05
2.76315138465581675575e+01	2.66358500752812581425e+01       -9.872680e+05
2.60886911057390342705e+01	2.96025306372562155843e+01       -9.829458e+05
2.67235790689416887744e+01	2.82132452891122440519e+01       -9.802165e+05
2.64205598731188828765e+01	2.87921241003528542990e+01       -9.786148e+05
2.59270968937340491323e+01	2.97340443231188693574e+01       -9.743485e+05
2.63751410663394807443e+01	2.84219508116445673807e+01       -9.598869e+05
2.69712784827909111129e+01	2.72273248226556816576e+01       -9.593536e+05
2.75007468025546089052e+01	2.61593263176718977547e+01       -9.558691e+05
2.68894593107926631603e+01	2.63844339298260521787e+01       -9.175496e+05
2.94216282673390772118e+01	2.20610092102163868333e+01       -9.096722e+05
2.51239856090447233328e+01	2.97364943710627542828e+01       -9.073619e+05
2.64582010210891667157e+01	2.68730413851031961769e+01       -9.040415e+05
2.66298247936324585794e+01	2.63821805332843304370e+01       -8.973786e+05
